variable,entite,label,nb_fichiers,nb_utilisations,exemples_fichiers
f6em,foyer_fiscal,Autres pensions alimentaires versées à des enfants majeurs: 2eme enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6eu,foyer_fiscal,Frais d,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_acc75a.yaml
f6ev,foyer_fiscal,Nombre de personnes de plus de 75 ans dans le besoin accueillies sous votre toit,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_acc75a.yaml
f6gi,foyer_fiscal,Pensions alimentaires versées à des enfants majeurs (décision de justice définitive avant 2006): 1er enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6gj,foyer_fiscal,Pensions alimentaires versées à des enfants majeurs (décision de justice définitive avant 2006): 2eme enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6gp,foyer_fiscal,"Autres pensions alimentaires versées décision de justice définitive avant 2006 (mineurs, ascendants)",1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6gu,foyer_fiscal,"Autres pensions alimentaires versées (mineurs, ascendants)",1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6hj,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hk,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hl,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hm,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hn,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6ho,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,3,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hp,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,2,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hq,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l,1,1,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f7aa,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Chaudières à haute performance énergétique utilisant le fioul : dépenses payées en 2018 avec acceptation d’un devis et versement d’un acompte au plus tard le 31.12.2017 ,1,2,calculateur_impots/yaml/credit_quaenv.yaml
f7ad,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location en 2015 (hors bouquet sur 2 ans) : chaudières à micro-génération gaz,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7af,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location en 2015 (hors bouquet sur 2 ans) : appareils de régulation de chauffage,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ah,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ai,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole 2014 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ak,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7al,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7am,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7an,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ao,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Chaudières à très haute performance énergétique utilisant le fioul : dépenses payées du 1.1.2018 au 30.6.2018 et dépenses payées du 1.7.2018 au 31.12.2018 avec acceptation d’un devis et versement d’un acompte au plus tard le 30.6.2018.,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ap,foyer_fiscal,"Dépenses en faveur de la qualité environnementale des logements donnés en location : Matériaux d’isolation thermique des parois vitrées (fenêtres, portes-fenêtres…) venant en remplacement de simples vitrages.",1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7aq,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ar,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7as,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Pompes à chaleur (autres que air/air) dédiées à la production d’eau chaude sanitaire (chauffe-eaux thermodynamiques); dépenses payées en 2018 avec acceptation d’un devis et versement d’un acompte au plus tard le 31.12.2017,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7av,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ax,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ay,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7az,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bb,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bc,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bd,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7be,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bf,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bh,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bi,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole réalisés 2014 avec engagement de location 9 ans,1,7,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7bk,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bl,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bm,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Audit énergétique,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bq,foyer_fiscal,Dépose d’une cuve à fioul,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole 2015 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7cb,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : chaudières à haute performance energétique ,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7cc,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cf,foyer_fiscal,"Souscriptions au capital des PME non cotées, petites entreprises en phase de démarrage, ou d",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7ci_2019,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2014 avec engagement de location 6 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7cl,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cm,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cn,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cq,foyer_fiscal,Souscription au capital de petites entreprises en phase d,1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cr,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cu,foyer_fiscal,"Souscriptions au capital des PME non cotées, montant versé au titre de souscriptions antérieures",1,2,calculateur_impots/yaml/reduc_cappme.yaml
f7cv,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,2,calculateur_impots/yaml/reduc_cappme.yaml
f7cx,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l",1,1,calculateur_impots/yaml/reduc_cappme.yaml
f7cy,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole réalisés 2015 avec engagement de location 9 ans,1,6,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7db,foyer_fiscal,Sommes versées pour lemploi d,3,11,calculateur_impots/yaml/credit_saldom.yaml; calculateur_impots/yaml/credits_impot.yaml; calculateur_impots/yaml/credit_saldom2.yaml
f7dd,foyer_fiscal,Sommes versées pour lemploi dun salarié à domicile pour un ascendant bénéficiaire de lAPA,1,3,calculateur_impots/yaml/reduc_saldom2.yaml
f7df,foyer_fiscal,"Sommes versées pour lemploi dun salarié à domicile par les personnes retraités, ou inactives lannée de perception des revenus déclarés",1,3,calculateur_impots/yaml/reduc_saldom.yaml
f7dg,foyer_fiscal,"Vous, votre conjoint ou une personne à votre charge à une carte d",4,12,calculateur_impots/yaml/credit_saldom.yaml; calculateur_impots/yaml/credits_impot.yaml; calculateur_impots/yaml/reduc_saldom.yaml; ... et 1 autres
f7di,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2014 avec engagement de location 9 ans,1,8,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7dl,foyer_fiscal,Nombre d,2,5,calculateur_impots/yaml/credit_saldom2.yaml; calculateur_impots/yaml/reduc_saldom2.yaml
f7dq,foyer_fiscal,Emploi direct pour la première fois d,4,12,calculateur_impots/yaml/credit_saldom.yaml; calculateur_impots/yaml/credits_impot.yaml; calculateur_impots/yaml/reduc_saldom.yaml; ... et 1 autres
f7dy,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d",1,2,calculateur_impots/yaml/reduc_cappme.yaml
f7dz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2015 avec engagement de location 6 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ea,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7eb,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ec,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ed,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ef,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7eg,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ek,foyer_fiscal,Investissements locatifs intermÃ©diaires du 1.1 au 31.8.2014 en mÃ©tropole,1,4,calculateur_impots/yaml/reduc_duflot.yaml
f7ey,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d",1,1,calculateur_impots/yaml/reduc_cappme.yaml
f7ez,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2015 avec engagement de location 9 ans,1,7,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7fa,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Investissements achevés ou acquis en 2013, réalisés du 1.1.2013 au 31.3.2013, métropole, BBC",3,10,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7fb,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Investissements achevés ou acquis en 2013, réalisés du 1.1.2013 au 31.3.2013, métropole, non-BBC",1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7fc,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Investissements achevés ou acquis en 2013, réalisés du 1.1.2013 au 31.3.2013, DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",2,6,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7ff,foyer_fiscal,Frais de comptabilité et d,1,4,calculateur_impots/yaml/reduc_adhcga.yaml
f7fg,foyer_fiscal,Frais de comptabilité et d,1,4,calculateur_impots/yaml/reduc_adhcga.yaml
f7fi,foyer_fiscal,Report concernant les investissements rÃ©alisÃ©s et achevÃ©s en 2013 en mÃ©tropole et outre-mer,2,6,calculateur_impots/yaml/reduc_duflot.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7fk,foyer_fiscal,Report concernant les investissements rÃ©alisÃ©s et achevÃ©s en 2014 en mÃ©tropole et outre-mer,1,3,calculateur_impots/yaml/reduc_duflot.yaml
f7fm,foyer_fiscal,Souscription de parts de fonds d,1,4,calculateur_impots/yaml/reduc_spfscpi.yaml
f7fq,foyer_fiscal,Souscription de parts de fonds d,1,4,calculateur_impots/yaml/reduc_spfscpi.yaml
f7fr,foyer_fiscal,Report concernant les investissements rÃ©alisÃ©s et achevÃ©s en 2015 en mÃ©tropole et outre-mer,1,2,calculateur_impots/yaml/reduc_duflot.yaml
f7fv,foyer_fiscal,Report concernant les investissements réalisés et achevés en 2016 en métropole et outre-mer,1,1,calculateur_impots/yaml/reduc_duflot.yaml
f7fy,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d",1,1,calculateur_impots/yaml/reduc_cappme.yaml
f7ga,foyer_fiscal,Frais de garde des enfants de moins de 6 ans au 01/01 de l,1,4,calculateur_impots/yaml/credit_garext.yaml
f7ge,foyer_fiscal,Frais de garde des enfants de moins de 6 ans au 01/01 de l,1,4,calculateur_impots/yaml/credit_garext.yaml
f7gh,foyer_fiscal,Investissements locatifs intermédiaires en métropole,1,4,calculateur_impots/yaml/reduc_duflot.yaml
f7gj,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés et réalisés en 2012, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gk,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés et réalisés en 2012, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon, avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gl,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2012 et réalisés en 2011, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gp,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2012 et réalisés en 2011, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon, avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gq,foyer_fiscal,Souscription de parts de fonds communs de placement dans l,2,8,calculateur_impots/yaml/reduc_spfscpi2.yaml; calculateur_impots/yaml/reduc_spfscpi.yaml
f7gs,foyer_fiscal,Scellier,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gt,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gu,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gv,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7gw_2016,foyer_fiscal,"Investissements achevés en n-2 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna : report de 1/5 de la réduction d",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7gx,foyer_fiscal,Investissements achevés en n-2 avec promesse d,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ha,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Investissements achevés et réalisés en 2011,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hb,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés et réalisés en 2011, avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hd,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés en 2011, réalisés en 2010, en métropole et dans les DOM-COM",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7he,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés en 2011, en métropole et dans les DOM-COM avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hf,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés en 2011, Investissements réalisés en 2009 en métropole et dans les DOM-COM",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hg,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2011 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hh,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2011 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna avec promesse d",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hj,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2010 en métropole,1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7hk,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2010 dans les DOM-COM,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7hl_2010,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2009 (métropole et DOM ne respectant pas les plafonds),3,4,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7hm_2010,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2009 dans les DOM et respectant les plafonds,2,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7hn,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2010 en métropole avec promesse d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7hq,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2018,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7hr_2017,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: investissements réalisés et achevés en 2009, en métropole en 2009; dans les DOM du 1.1.2009 au 26.5.2009 ; dans les DOM du 27.5.2009 au 30.12.2009 lorsqu",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hs,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2018,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7hs_2017,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés et achevés en 2009 dans les DOM COM du 27.5.2009 au 31.12.2009 respectant les plafonds spécifiques,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ht,foyer_fiscal,Scellier,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ht_2018,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2009, Investissements réalisés en 2009 et achevés en 2010, en métropole en 2009; dans les DOM du 1.1.2009 au 26.5.2009 ; dans les DOM du 27.5.2009 au 30.12.2009 lorsqu",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hu_2018,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2009, Investissements réalisés en 2009 et achevés en 2010, dans les DOM COM du 27.5.2009 au 31.12.2009 respectant les plafonds spécifiques",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hv_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 en métropole,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hw_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 dans les DOM COM,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hx_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 en métropole avec promesse d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hz,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 dans les DOM COM avec promesse d,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ia_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ib_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 avec promesse d,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ic_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2010 et achevés en 2011 avec promesse d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7id,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012, Engagement de réalisation de l",3,12,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ie_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012 avec promesse d,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7if_2016,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012, Logement acquis en l",3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ig_2016,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012, Logement acquis en l",3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ih_2017,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report du solde de réduction d",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ij,foyer_fiscal,"Investissement destinés à la location meublée non professionnelle: Investissements réalisés en 2011 et achevés en 2012, engagement de réalisation de l",3,12,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ik,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Reports de 1/9 de l,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7il,foyer_fiscal,Investissement destinés à la location meublée non professionnelle: Investissements réalisés en 2011 avec promesse d,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7im,foyer_fiscal,Investissement destinés à la location meublée non professionnelle: Investissements réalisés en 2010 avec promesse d,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7in,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Logement acquis en l,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7io_2015,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,3,6,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ip_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iq_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ir_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7it_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non encore imputé,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iu_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non encore imputé,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iv_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Logement acquis en l,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iw_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2010 avec promesse d,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
