variable,entite,label,nb_fichiers,nb_utilisations,exemples_fichiers
effectif_entreprise,individus,Effectif de l'entreprise,58,59,leximpact/2024/isf_ifi_01_salarie_3.5_SMIC_immobilier_1.5M.yml; leximpact/2024/ZZ_cotis_fonctionnaire_territoriale_1.6_SMIC.yml; leximpact/2024/ass_02_couple_marie_salarie_secteur_prive_1_smic_conjoint_sans_ass.yml; ... et 55 autres
en_couple,famille,Indicatrice de vie en couple,3,13,formulas/aah/aah_couple.yaml; formulas/aah/aah_famille.yaml; formulas/rsa/rsa_exclusion_foyer.yaml
enceinte,individus,Est enceinte,45,46,mes-aides.gouv.fr/test_mes_aides_54242f9ac6d851020090b6a3.yaml; mes-aides.gouv.fr/test_mes_aides_546b3208fb9f05fb6373bce8.yaml; mes-aides.gouv.fr/test_mes_aides_53fc4c42b7e0050200ee1b09.yaml; ... et 42 autres
enfant_a_charge,individus,"Enfant à charge non marié, de moins de 18 ans non émancipé au 1er janvier de l'année de perception des revenus, ou né durant la même année, ou handicapé quel que soit son âge",62,62,mes-aides.gouv.fr/test_mes_aides_55eed6250df1c6360477f572.yaml; mes-aides.gouv.fr/test_mes_aides_55eda5c5dbd69f2b04f562f4.yaml; mes-aides.gouv.fr/test_mes_aides_5613ea9691ca94f36e1e3895.yaml; ... et 59 autres
enfant_place,individus,Enfant placé en structure spécialisée ou famille d'accueil,61,61,mes-aides.gouv.fr/test_mes_aides_55eed6250df1c6360477f572.yaml; mes-aides.gouv.fr/test_mes_aides_55eda5c5dbd69f2b04f562f4.yaml; mes-aides.gouv.fr/test_mes_aides_5613ea9691ca94f36e1e3895.yaml; ... et 58 autres
epargne_revenus_imposables,individus,Épargne générant des revenus imposables,2,5,mes-aides.gouv.fr/ludwig_test_1520961427075.yaml; formulas/aides_logement.yaml
epargne_revenus_non_imposables,individus,Épargne générant des revenus non imposables hors Livret A,5,13,formulas/patrimoine.yaml; formulas/cs/cmu_fiab.yaml; mes-aides.gouv.fr/test_mes_aides_5421356afb35830200b3134c.yaml; ... et 2 autres
etat_logement,menage,Etat du logement,1,12,formulas/aides_logement_accedant_eligibilite.yaml
etudiant,individus,Indique que l'individu dispose du statut étudiant,419,421,mes-aides.gouv.fr/test_mes_aides_5493f8dcc85c31d77ab6bfcb.yaml; mes-aides.gouv.fr/test_mes_aides_54918a9edf990f5b0286d016.yaml; mes-aides.gouv.fr/test_mes_aides_55e6c2b70587579f04649960.yaml; ... et 416 autres
exposition_accident,individus,Exposition au risque pour les accidents du travail,5,5,leximpact/2024/exoneration_cotisations_employeur_tode_04_salarie_secteur_agricole_sup1.6_SMIC_avec_tode.yml; leximpact/2024/exoneration_cotisations_employeur_tode_03_salarie_secteur_agricole_inf_1.6_SMIC_avec_tode.yml; leximpact/2024/exoneration_cotisations_employeur_tode_05_salarie_secteur_agricole_sup1.6_SMIC_sans_tode.yml; ... et 2 autres
f2ca,foyer_fiscal,Frais et charges déductibles,1,2,impot_revenu/pfu_bareme.yaml
f2ch,foyer_fiscal,Produits des contrats d'assurance-vie et de capitalisation d'une durée d'au moins 6 ou 8 ans donnant droit à abattement,2,4,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2da,foyer_fiscal,Revenus des actions et parts soumis au prélèvement libératoire de 21 %,1,1,calculateur_impots/yaml/abat_dividendes.yaml
f2dc,foyer_fiscal,Revenus des actions et parts donnant droit à abattement,4,8,calculateur_impots/yaml/abat_dividendes.yaml; impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml; ... et 1 autres
f2dh,foyer_fiscal,Produits d’assurance-vie et de capitalisation soumis au prélèvement libératoire de 7.5 %,2,3,calculateur_impots/yaml/rvcm.yaml; formulas/rsa.yaml
f2fu,foyer_fiscal,Revenus imposables des titres non côtés détenus dans le PEA et distributions perçues via votre entreprise donnant droit à abattement,2,3,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2go,foyer_fiscal,Autres revenus distribués et revenus des structures soumises hors de France à un régime fiscal privilégié (n'ouvrant pas droit à abattement),2,7,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2op,foyer_fiscal,Le foyer fiscal choisit l imposition au barème plutôt que le pfu si il coche la case 2op,1,10,impot_revenu/pfu_bareme.yaml
f2tq,foyer_fiscal,Intérêts imposables des obligations remboursables en actions détenues dans le PEA-PME,1,4,impot_revenu/pfu_bareme.yaml
f2tr,foyer_fiscal,"Produits de placements à revenu fixe, intérêts et autres revenus assimilés (n'ouvrant pas droit à abattement)",3,7,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/reduc_intagr.yaml; calculateur_impots/yaml/rvcm.yaml
f2ts,foyer_fiscal,"Revenus de valeurs mobilières, produits des contrats d'assurance-vie d'une durée inférieure à 8 ans et distributions (n'ouvrant pas droit à abattement)",2,4,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2tt,foyer_fiscal,Intérêts des prêts participatifs nettes des pertes à imputer au titre de l'impôt sur le revenu,2,7,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2tz,foyer_fiscal,Produits des plans d'épargne retraite - sortie en capital,1,2,impot_revenu/pfu_bareme.yaml
f2vv,foyer_fiscal,"Produits des bons ou contrats de capitalisation et d'assurance vie de plus de 8 ans pour les contrats souscrits après le 26 septembre 1997, dont le produits sont associés aux primes versées après le 27 septembre 2017, et que le bénéficiaire décide de soumettre au prélèvement forfaitaire unique au titre de l'impôt sur le revenu; produit correspondant aux primes n'excédant pas 150 000 euros.",2,3,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2ww,foyer_fiscal,"Produits des bons ou contrats de capitalisation et d'assurance vie de plus de 8 ans pour les contrats souscrits après le 26 septembre 1997, dont le produits sont associés aux primes versées après le 27 septembre 2017, et que le bénéficiaire décide de soumettre au prélèvement forfaitaire unique au titre de l'impôt sur le revenu; produit correspondant aux primes excédant pas 150 000 euros.",2,3,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f2yy,foyer_fiscal,"Produits des bons ou contrats de capitalisation et d'assurance vie de moins de 8 ans pour les contrats souscrits après le 26 septembre 1997, dont le produits sont associés aux primes versées avant le 27 septembre 2017, et qui n'ont pas été soumis au prélèvement libératoire",1,1,calculateur_impots/yaml/rvcm.yaml
f2zz,foyer_fiscal,"Produits des bons ou contrats de capitalisation et d'assurance vie de moins de 8 ans pour les contrats souscrits après le 26 septembre 1997, dont le produits sont associés aux primes versées après le 27 septembre 2017, et que le bénéficiaire décide de soumettre au prélèvement forfaitaire unique au titre de l'impôt sur le revenu",2,3,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/rvcm.yaml
f3an,foyer_fiscal,Plus-value réalisée sur la cession d'actifs numériques,2,3,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/pv_pfu.yaml
f3pi,foyer_fiscal,Profits sur instruments financiers réalisés dans des ETNC ou paradis fiscaux,1,1,calculateur_impots/yaml/pv_pfu.yaml
f3sb,foyer_fiscal,"Plus-values en report d'imposition, dont le report a expiré cette année; montant imposable",1,2,impot_revenu/pfu_bareme.yaml
f3sg,foyer_fiscal,Abattement net pour durée de détention (détention de droit commun à partir de 2015) : appliqué sur des plus-values,1,2,impot_revenu/pfu_bareme.yaml
f3sk,foyer_fiscal,Gains de cession de bons de souscription de parts de créateur d'entreprise : gains taxables à 30%,1,1,calculateur_impots/yaml/pv_pfu.yaml
f3sl,foyer_fiscal,Abattement net pour durée de détention renforcée : appliqué sur des plus-values,1,2,impot_revenu/pfu_bareme.yaml
f3tj,foyer_fiscal,Gains de cession de bons de souscription de parts de créateur d'entreprise attribués après 2018 : gains taxables à 12.8%,1,4,impot_revenu/pfu_bareme.yaml
f3tk,foyer_fiscal,Abattement forfaitaire sur les gains de cession de bons de souscription de parts de créateur d'entreprise (départ dirigeant PME),1,2,impot_revenu/pfu_bareme.yaml
f3ua,foyer_fiscal,Plus-values bénéficiant de l'abattement pour durée de détention renforcé et plus-values réalisées par les dirigeants de PME lors de leur départ à la retraite : plus-values après abattements,1,6,impot_revenu/pfu_bareme.yaml
f3va,foyer_fiscal,Abattement fixe spécial appliqué sur des plus-values réalisées par les dirigeants de PME lors de leur départ à la retraite,1,2,impot_revenu/pfu_bareme.yaml
f3vg,foyer_fiscal,"Plus-value imposable sur gains de cession de valeurs mobilières, de droits sociaux et gains assimilés",2,6,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/pv_pfu.yaml
f3vi,foyer_fiscal,Gains de levée d'options sur titres et gains d'acquisition d'actions taxables à 30 %,1,1,calculateur_impots/yaml/pv_pfu.yaml
f3vt,foyer_fiscal,Clôture du PEA  entre la 2e et la 5e année: gains taxables à 19 %,2,5,impot_revenu/pfu_bareme.yaml; calculateur_impots/yaml/pv_pfu.yaml
f4ba,foyer_fiscal,Revenus fonciers imposables,1,4,calculateur_impots/yaml/credit_assloy.yaml
f4bf,foyer_fiscal,Primes d'assurance pour loyers impayés des locations conventionnées,1,4,calculateur_impots/yaml/credit_assloy.yaml
f5qf,foyer_fiscal,Déficits des revenus agricoles des années antérieures non encore déduits (n-6),1,4,calculateur_impots/yaml/regime_benef_reel_agricole_sans_cga.yaml
f5qg,foyer_fiscal,Déficits des revenus agricoles des années antérieures non encore déduits (n-5),1,4,calculateur_impots/yaml/regime_benef_reel_agricole_sans_cga.yaml
f5qn,foyer_fiscal,Déficits des revenus agricoles des années antérieures non encore déduits (n-4),1,4,calculateur_impots/yaml/regime_benef_reel_agricole_sans_cga.yaml
f5qo,foyer_fiscal,Déficits des revenus agricoles des années antérieures non encore déduits (n-3),1,4,calculateur_impots/yaml/regime_benef_reel_agricole_avec_cga.yaml
f5qp,foyer_fiscal,Déficits des revenus agricoles des années antérieures non encore déduits (n-2),1,4,calculateur_impots/yaml/regime_benef_reel_agricole_avec_cga.yaml
f5qq,foyer_fiscal,Déficits des revenus agricoles des années antérieures non encore déduits (n-1),1,4,calculateur_impots/yaml/regime_benef_reel_agricole_avec_cga.yaml
f6cb,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires (dépenses réalisées au cours de l'année de perception des revenus),1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6dd,foyer_fiscal,Déductions diverses,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_deddiv.yaml
f6el,foyer_fiscal,Autres pensions alimentaires versées à des enfants majeurs: 1er enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6em,foyer_fiscal,Autres pensions alimentaires versées à des enfants majeurs: 2eme enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6eu,foyer_fiscal,Frais d'accueil de personnes de plus de 75 ans dans le besoin,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_acc75a.yaml
f6ev,foyer_fiscal,Nombre de personnes de plus de 75 ans dans le besoin accueillies sous votre toit,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_acc75a.yaml
f6gi,foyer_fiscal,Pensions alimentaires versées à des enfants majeurs (décision de justice définitive avant 2006): 1er enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6gj,foyer_fiscal,Pensions alimentaires versées à des enfants majeurs (décision de justice définitive avant 2006): 2eme enfant,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6gp,foyer_fiscal,"Autres pensions alimentaires versées décision de justice définitive avant 2006 (mineurs, ascendants)",1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6gu,foyer_fiscal,"Autres pensions alimentaires versées (mineurs, ascendants)",1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_pens_alim.yaml
f6hj,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2009,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hk,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2010,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hl,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2011,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hm,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2012,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hn,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2013,1,4,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6ho,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2014,1,3,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hp,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2015,1,2,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f6hq,foyer_fiscal,Dépenses de grosses réparations effectuées par les nus-propriétaires: report des dépenses de l'année 2016,1,1,calculateur_impots/yaml/charges_deduc_non_plafonnees_reparations.yaml
f7aa,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Chaudières à haute performance énergétique utilisant le fioul : dépenses payées en 2018 avec acceptation d’un devis et versement d’un acompte au plus tard le 31.12.2017 ,1,2,calculateur_impots/yaml/credit_quaenv.yaml
f7ad,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location en 2015 (hors bouquet sur 2 ans) : chaudières à micro-génération gaz,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7af,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location en 2015 (hors bouquet sur 2 ans) : appareils de régulation de chauffage,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ah,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Matériaux d'isolation thermique des murs (acquisitionn et pose),1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ai,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole 2014 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ak,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : travaux d'isolation thermique de toute la toiture,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7al,foyer_fiscal,"Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Matériaux d’isolation des planchers bas sur sous-sol, sur vide sanitaire ou sur passage couvert (acquisition et pose)",1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7am,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Matériaux d'isolation thermique des parois vitrées,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7an,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Volets isolants,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ao,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Chaudières à très haute performance énergétique utilisant le fioul : dépenses payées du 1.1.2018 au 30.6.2018 et dépenses payées du 1.7.2018 au 31.12.2018 avec acceptation d’un devis et versement d’un acompte au plus tard le 30.6.2018.,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ap,foyer_fiscal,"Dépenses en faveur de la qualité environnementale des logements donnés en location : Matériaux d’isolation thermique des parois vitrées (fenêtres, portes-fenêtres…) venant en remplacement de simples vitrages.",1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7aq,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Portes d'entrées donnant sur l'extérieur,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ar,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale en 2015 (hors bouquet sur 2 ans) : Appareils de chauffage au bois ou autres biomasses ,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7as,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Pompes à chaleur (autres que air/air) dédiées à la production d’eau chaude sanitaire (chauffe-eaux thermodynamiques); dépenses payées en 2018 avec acceptation d’un devis et versement d’un acompte au plus tard le 31.12.2017,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7av,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale 2015 (hors bouquet sur 2 ans) : Pompes à chaleur autres que air/air dont la finalité essentielle est la production de chaleur,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ax,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale 2015 (hors bouquet sur 2 ans) : Pompes à chaleur (autres que air/air) dédiées à la production d'eau chaude sanitaire (chauffe-eaux thermodynamiques),1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7ay,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale 2015 (hors bouquet sur 2 ans) : Équipements de fourniture d'eau chaude sanitaire fonctionnant à l'énergie solaire et dotés de capteurs solaires,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7az,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale 2015 (hors bouquet sur 2 ans) : Équipements de fourniture d'eau chaude sanitaire fonctionnant à l'énergie hydraulique,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bb,foyer_fiscal,"Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Systèmes de production d'électricité utilisant une source d'énergie renouvelable (éolien, hydraulique)",1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bc,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Diagnostic de performance énergétique,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bd,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Équipements de raccordement à un réseau de chaleur,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7be,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Compteurs individuels de chauffage ou d'eau chaude sanitaire dans immeuble collectif,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bf,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Système de charge pour véhicules électriques ,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bh,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Equipements installés dans les DOM (raccordement à un réseau de froid) ,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bi,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole réalisés 2014 avec engagement de location 9 ans,1,7,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7bk,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Equipements installés dans les DOM (protection des parois vitrés),1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bl,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l'habitation principale (hors bouquet sur 2 ans) : Equipements installés dans les DOM (optimisation de la ventilation naturelle),1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bm,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : Audit énergétique,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bq,foyer_fiscal,Dépose d’une cuve à fioul,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7bz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole 2015 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7cb,foyer_fiscal,Dépenses en faveur de la qualité environnementale des logements donnés en location : chaudières à haute performance energétique ,1,1,calculateur_impots/yaml/credit_quaenv.yaml
f7cc,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année de perception des revenus -1, remplace la case 7CQ à partir des revenus 2013",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cf,foyer_fiscal,"Souscriptions au capital des PME non cotées, petites entreprises en phase de démarrage, ou d'expansion",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7ci_2019,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2014 avec engagement de location 6 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7cl,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année de perception des revenus -4",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cm,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année de perception des revenus -3",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cn,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année de perception des revenus -2",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cq,foyer_fiscal,"Souscription au capital de petites entreprises en phase d'amorçage, de démarrage ou d'expansion",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cr,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année 2013 pour les start-up",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cu,foyer_fiscal,"Souscriptions au capital des PME non cotées, montant versé au titre de souscriptions antérieures",1,2,calculateur_impots/yaml/reduc_cappme.yaml
f7cv,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année 2014 pour les start-up",1,2,calculateur_impots/yaml/reduc_cappme.yaml
f7cx,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de versement de l'année n-1 ; à 18 %",1,1,calculateur_impots/yaml/reduc_cappme.yaml
f7cy,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d'impôt au titre du plafonnement global de l'année 2013",1,3,calculateur_impots/yaml/reduc_cappme.yaml
f7cz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole réalisés 2015 avec engagement de location 9 ans,1,6,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7db,foyer_fiscal,Sommes versées pour lemploi d'un salarié à domicile par les personnes ayant excercé une activité professionnelle ou ayant été demandeur d'emploi l'année de perception des revenus déclarés,3,11,calculateur_impots/yaml/credit_saldom.yaml; calculateur_impots/yaml/credit_saldom2.yaml; calculateur_impots/yaml/credits_impot.yaml
f7dd,foyer_fiscal,Sommes versées pour lemploi dun salarié à domicile pour un ascendant bénéficiaire de lAPA,1,3,calculateur_impots/yaml/reduc_saldom2.yaml
f7df,foyer_fiscal,"Sommes versées pour lemploi dun salarié à domicile par les personnes retraités, ou inactives lannée de perception des revenus déclarés",1,3,calculateur_impots/yaml/reduc_saldom.yaml
f7dg,foyer_fiscal,"Vous, votre conjoint ou une personne à votre charge à une carte d'invalidité d'au moins 80 % l'année de perception des revenus déclarés",4,12,calculateur_impots/yaml/credit_saldom.yaml; calculateur_impots/yaml/credit_saldom2.yaml; calculateur_impots/yaml/reduc_saldom.yaml; ... et 1 autres
f7di,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2014 avec engagement de location 9 ans,1,8,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7dl,foyer_fiscal,"Nombre d'ascendants bénéficiaires de l'APA, âgés de plus de 65 ans, pour lesquels des dépenses ont été engagées l'année de perception des revenus déclarés",2,5,calculateur_impots/yaml/reduc_saldom2.yaml; calculateur_impots/yaml/credit_saldom2.yaml
f7dq,foyer_fiscal,Emploi direct pour la première fois d'un salarié à domicile durant l'année de perception des revenus déclarés,4,12,calculateur_impots/yaml/credit_saldom.yaml; calculateur_impots/yaml/credit_saldom2.yaml; calculateur_impots/yaml/reduc_saldom.yaml; ... et 1 autres
f7dy,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d'impôt au titre du plafonnement global de l'année 2014",1,2,calculateur_impots/yaml/reduc_cappme.yaml
f7dz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2015 avec engagement de location 6 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ea,foyer_fiscal,Nombre d'enfants à charge poursuivant leurs études au collège,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7eb,foyer_fiscal,Nombre d'enfants à charge en résidence alternée poursuivant leurs études au collège,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ec,foyer_fiscal,Nombre d'enfants à charge poursuivant leurs études au lycée,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ed,foyer_fiscal,Nombre d'enfants à charge en résidence alternée poursuivant leurs études au lycée,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ef,foyer_fiscal,Nombre d'enfants à charge poursuivant leurs études dans l'enseignement supérieur,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7eg,foyer_fiscal,Nombre d'enfants à charge en résidence alternée poursuivant leurs études dans l'enseignement supérieur,1,4,calculateur_impots/yaml/reduc_enfants_scolarises.yaml
f7ek,foyer_fiscal,Investissements locatifs intermÃ©diaires du 1.1 au 31.8.2014 en mÃ©tropole,1,4,calculateur_impots/yaml/reduc_duflot.yaml
f7ey,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d'impôt au titre du plafonnement global de l'année 2015",1,1,calculateur_impots/yaml/reduc_cappme.yaml
f7ez,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer 2015 avec engagement de location 9 ans,1,7,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7fa,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Investissements achevés ou acquis en 2013, réalisés du 1.1.2013 au 31.3.2013, métropole, BBC",3,10,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7fb,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Investissements achevés ou acquis en 2013, réalisés du 1.1.2013 au 31.3.2013, métropole, non-BBC",1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7fc,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Investissements achevés ou acquis en 2013, réalisés du 1.1.2013 au 31.3.2013, DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",2,6,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ff,foyer_fiscal,Frais de comptabilité et d'adhésion à un CGA (centre de gestion agréée) ou à une AA (association agréée),1,4,calculateur_impots/yaml/reduc_adhcga.yaml
f7fg,foyer_fiscal,Frais de comptabilité et d'adhésion à un CGA ou à une AA: nombre d'exploitations,1,4,calculateur_impots/yaml/reduc_adhcga.yaml
f7fi,foyer_fiscal,Report concernant les investissements rÃ©alisÃ©s et achevÃ©s en 2013 en mÃ©tropole et outre-mer,2,6,calculateur_impots/yaml/reduc_duflot.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7fk,foyer_fiscal,Report concernant les investissements rÃ©alisÃ©s et achevÃ©s en 2014 en mÃ©tropole et outre-mer,1,3,calculateur_impots/yaml/reduc_duflot.yaml
f7fm,foyer_fiscal,Souscription de parts de fonds d'investissement de proximité investis en Corse,1,4,calculateur_impots/yaml/reduc_spfscpi.yaml
